Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,Class
Scrypt,PoW/PoS,10914418.0,650659833,-0.3306228282804063,0.9226636369255954,-0.545338725438718,MoneyCoin,1
X11,PoW/PoS,814671.0,5000000,-0.410537208142849,1.2328739933120454,-0.5413519531069579,Enigma,1
CryptoNight,PoW,978145.0,21000000,0.29366292589371756,-2.1322285721009844,0.4643762608792621,Cannabis Industry Coin,0
Scrypt,PoW/PoS,8377873.0,144000000,-0.33424576345987855,0.9229091970926817,-0.5453182020040235,Russiacoin,1
Scrypt,PoS,33813143821.8337,32514916898,0.36046608996624807,0.6958748605466745,-0.25951910663194927,PandaCoin,1
Scrypt,PoW/PoS,3472983.0,13000000,-0.33523445591991796,0.9229715047606205,-0.5453113755696664,GameUnits,1
Scrypt,PoW/PoS,3315789.0,3315789,-0.3353050334887022,0.922976168079036,-0.5453109444000057,GAKHcoin,1
Quark,PoS,10517772.7391666,15000000,-0.3492477025285915,1.4103674532173078,-0.24105705223165977,Allsafe,1
QuBit,PoW/PoS,30227750.0,78835200,-0.34304514228985783,0.5985516676504222,-0.31002150706198006,LiteCreed,1
Scrypt,PoW,894026.0,2714286,-0.16822259862091055,-1.145062885149094,0.023036986638824343,OsmiumCoin,0
CryptoNight,PoW,9357088.0,25000000,0.2937937471591722,-2.1322281826930114,0.46437310868958664,Bikercoins,0
Lyra2RE,PoW,1876146.443596,9999999,-0.16402540281375502,-2.059897344944616,0.4518151619935501,HexxCoin,0
Scrypt,PoW/PoS,23965372.0,500000000,-0.3315313204761027,0.922740501370167,-0.5453375610285089,Klingon Empire Darsek,1
SHA-256,PoW/PoS,2526078.47525448,21000000,-0.3119453516152933,0.8279009905406394,-0.3575547787777063,Internet of People,1
X11,PoW/PoS,5659096.95728771,9354000,-0.41044709980505906,1.2328732262462068,-0.5413538546312388,KushCoin,1
Scrypt,PoW/PoS,11821728.0,20000000,-0.33508273572342057,0.9229704275807278,-0.5453146331061689,Printerium,1
X11,PoW,536982074.0,100000000000,0.472040745873791,-0.8836188289705299,0.02293184070428614,PacCoin,0
Scrypt,PoW/PoS,308179.0,21933333,-0.3352098253725684,0.9229662811937223,-0.5453105893195295,Impeach,1
CryptoNight-V7,PoW,10969318.522954,185000000,-0.16793764918853213,-2.071726760318123,0.38027892185818346,Citadel,0
Scrypt,PoS,2922613.96424908,55000000,-0.2831107145320996,0.7022357132894635,-0.2461677480652446,Zilbercoin,1
Scrypt,PoW/PoS ,110000000.0,110000000,-0.29552307400239575,0.2065605178247385,-0.30019450135629355,FirstCoin,1
Scrypt,PoW,3115258.0,3360000,-0.168190858095612,-1.1450625803623142,0.023036167057727725,BeaverCoin,0
X13,PoS,14524851.4827,14524851.4827,-0.22921936114405503,1.537659666454929,-0.33236267136501435,FindCoin,1
X11,PoW,30385540.0,1000000000,-0.2360053229221739,-0.8356400707337406,0.026945987360698323,VaultCoin,0
Equihash,PoW,6921653.89980891,17000000,-0.11343840008197578,-2.019795311457833,0.3956911553929857,Zero,0
Scrypt,PoW/PoS,1000000000.0,1000000000,-0.31605097574310076,0.9227693101314964,-0.5457060673366801,OpenChat,1
Scrypt,PoW,99843408.3158479,100000000 ,-0.16632287773617838,-1.1450826130689917,0.02299782381034707,Canada eCoin,0
Lyra2RE,PoW,18545757.5,21000000,-0.16374357155069882,-2.0598980488922027,0.451808773042677,Zoin,0
Scrypt,PoS,36050365.0,34426423,-0.28285145934753225,0.7022549397727927,-0.24617880202241083,RenosCoin,1
Dagger-Hashimoto,PoW,2232901.0,2232901,-0.17955284267705454,-2.0858024663450805,0.5255831843213166,DubaiCoin,0
X11,PoW/PoS,13162749.0858027,100000000,-0.4097127136718585,1.2328312567966122,-0.5413600483346516,VirtacoinPlus,1
Blake2S,PoW/PoS,12184195.9258495,36900000,-0.4108979106558541,1.8040846475143293,-0.9268403256512531,TajCoin,1
X11,PoW/PoS,110630387.850471,110000000,-0.4084499163319173,1.2328535422084115,-0.5413953017212131,Impact,1
Scrypt,PoW,64096052.0,4000000000,-0.1391113440818267,-1.1469881997031937,0.022859617319219507,EB3coin,0
PoS,PoS,111135836.889,110290030,-0.323112887703078,1.4828378513077622,-0.11692612824404094,Atmos,1
X11,PoW/PoS,21521322.0099142,100000000,-0.4096104991242027,1.2328335847676983,-0.5413630383718081,HappyCoin,1
NIST5,PoW,10123200.0,48252000,-0.18003557424275493,-0.6074791944502919,0.0043106880615020795,Coinonat,0
PoS,PoS,401421401.0,400000000,-0.3175091991290575,1.4827778834360554,-0.11704118602487425,MacronCoin,1
X11,PoW/PoS,121665451.643876,500000000,-0.405550103995253,1.2326670525638233,-0.5414143486025463,Condensate,1
Scrypt,PoW/PoS,5368934.0,21212121,-0.3351530518409858,0.9229680412313612,-0.5453123717351717,Independent Money System,1
Scrypt,PoW/PoS,1148324.0,28600000,-0.33515228878550046,0.9229632747907803,-0.5453111479665854,ArgusCoin,1
Scrypt,PoW/PoS,500000.0,1000000000,-0.32827356939746904,0.9224909364040945,-0.5453485251862178,LomoCoin,1
SHA-256,PoS,100545745.0,75000000000,0.27264248064028,0.5707688405334012,-0.061347704856595874,ProCurrency,1
X11,PoW/PoS,17171382.0,40000000,-0.4100890575417737,1.2328615367995626,-0.5413591593211537,GoldReserve,1
Scrypt,PoW,20276099.146524,35520400,-0.16775300509485538,-1.1450734327006606,0.023028783128453148,BenjiRolls,0
Scrypt,PoS,295135466.361878,2000000000,-0.2657484370880419,0.7013717133928058,-0.24634758219586297,GrowthCoin,1
SHA-256,PoW,1317747500.0,2500000000,-0.1111709448759581,-1.2409763148536448,0.21022580229449653,ILCoin,0
PoS,PoS,11390225.9742772,30000000,-0.32490185615584516,1.4828490965606085,-0.11688733860005006,Phreak,1
Scrypt,PoW/PoS,21358764.0,105000000,-0.3343635107105193,0.9229317687446811,-0.54532133560076,Degas Coin,1
X15,PoW/PoS,40659020000.0,90000000000,0.894041358971971,1.7832498012671192,-0.6551928690381702,HTML5 Coin,1
SHA-256,PoS,10343113.0,200084200,-0.25874744234513547,0.6071008984756869,-0.058419451879986914,Ultimate Secure Cash,1
Scrypt,PoW,13673406.4325268,72000000,-0.16757512885491366,-1.1450930028782416,0.023029732690536885,EquiTrader,0
POS 3.0,PoS,100000000.0,100000000,-0.33725853517575244,1.4682066347791427,-0.08099219684553048,QTUM,1
CryptoNight-V7,PoW,69036016.8340164,105000000,-0.16779472085165661,-2.071671703259864,0.3802612474944483,Quantum Resistant Ledger,0
536,PoW/PoS,22801882871.0,50000000000,0.5754161291547968,1.7681233549146365,-0.5505536065337526,Espers,1
Argon2d,PoW,19784224.6512734,0,-0.1607866730312939,-2.0277782903317725,0.3411003137242235,Dynamic,0
Blake2b,PoW,133248297.0,340282367,-0.0421930125792931,-2.0712708031952434,0.3580543731887147,Nano,0
Cloverhash,PoW,18407259.0885883,30000000,-0.12559863891858544,-2.1511443144001956,0.2963746561858726,ChanCoin,0
CryptoNight,PoW,1809467143.0,2000000000,0.3298083413361639,-2.132686795413685,0.4636527065543599,Dinastycoin,0
NIST5,PoW/PoS,4171382.0,10000000,-0.34749585538745414,1.4605764117259195,-0.5640327433025931,Denarius,1
X11,PoW,35138975.0,100000000,-0.24232765862355513,-0.8352012936408376,0.026979131742870845,DigitalPrice,0
NIST5,PoW/PoS,62942075.0,120000000,-0.34599733124585885,1.460539313624827,-0.5640580256214547,Virta Unique Coin,1
Skein,PoW/PoS,6804362.0,100000000,-0.4072132628890274,1.8753263993130544,-0.6734522673049573,Bitcoin Planet,1
Scrypt,PoW,18133195.0,19276800,-0.16789436749525105,-1.14506613417752,0.023030178584470654,Unify,0
X13,PoW/PoS,21268092.0,30000000,-0.2808599071369758,1.7583692464016305,-0.6315107394221682,BritCoin,1
Scrypt,PoW,5167775.0, 75000000,-0.16765787352456216,-1.1450968299843625,0.02303265918432604,SocialCoin,0
X11,PoW,26042364.3735553,60000000,-0.24272247459966206,-0.8351843848005824,0.026983934448764863,ArcticCoin,0
X11,PoW,2622886.0,18900000,-0.2433002390882655,-0.8351709303999402,0.026993903333460748,DAS,0
Scrypt,PoW/PoS,9044930943.24243,50000000000,0.12970895730001536,0.901193031434463,-0.550481013168618,Linda,1
CryptoNight,PoW,14161803.0,54000000,0.29405809534711624,-2.1322409402317057,0.46437026716565016,LeviarCoin,0
X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.2809306768486803,1.7583748232730116,-0.6315105417341245,DeepOnion,1
Time Travel,PoW,17801865.1605478,21000000,-0.15581053064283304,-2.108893248648672,0.4384124088659829,Bitcore,0
Scrypt,PoW,163055097500.0,200000000000,3.243581306980728,-1.1968606752191235,-0.043034108504445154,gCn Coin,0
Keccak,PoW,2241009149.22257,5000000000,-0.1111407619825914,-1.214851427203356,0.18703260283219794,SmartCash,0
SkunkHash v2 Raptor,PoS,107972766.0,137500000,-0.3506797870547293,1.4905094257621956,-0.023268598847897837,Signatum,1
X11,PoW,122475638.389743,1100000000,-0.2341702395462776,-0.8356630283567105,0.026909173154741343,Onix,0
Skein,PoW/PoS,47331802.4774238,100000000,-0.4067176646531022,1.8753376867314315,-0.6734667648219373,Cream,1
SHA-256,PoW,17995589.6469082,21000000,-0.14463986528167008,-1.2401333721013483,0.21078672888839278,Bitcoin Cash,0
X11,PoW/PoS,12569262.5359307,9507271,-0.4103615108077878,1.2328750763182759,-0.5413563324767612,Monoeci,1
Scrypt,PoS,18663297.3489799,17405891.19707116,-0.2831847461560933,0.7022583702332504,-0.24617192332878884,Draftcoin,1
VeChainThor Authority,Proof of Authority,55454734800.0,86712634466,4.410089471175294,1.1456498697734137,7.142641997041963,Vechain,3
Scrypt,PoW,485214.0,10500000000,-0.09380809305121411,-1.1501653003663734,0.02263071546655039,Sojourn Coin,0
PoS,PoS,4000000.0,61599965,-0.32476820413662627,1.4828316788358376,-0.11688591839873289,Stakecoin,1
Scrypt,PoW,143006669741.687,0,1.580534033445597,-1.1052326005370645,-0.02811907893697649,NewYorkCoin,0
Scrypt,PoW,9704042.0,20000000,-0.16799231808869536,-1.1450688333240227,0.023033165869882122,FrazCoin,0
Scrypt,PoW,17453749.4042601,84000000,-0.16744382729027377,-1.1450977827129671,0.023027915785283983,Kronecoin,0
Scrypt,PoW,32646731.063036,100000000,-0.1671446062814358,-1.1451013282160807,0.023021861473667617,AdCoin,0
Scrypt,PoW,33716526.0,100000000,-0.16713152407152296,-1.1451010302643005,0.023021478785541324,Linx,0
Scrypt,PoW/PoS,19539588.0,48252000,-0.33478806641046804,0.9229588449629528,-0.5453184877633914,CoinonatX,1
Scrypt,PoW/PoS,4200000.0,4200000,-0.3352879522011035,0.9229759845644675,-0.5453112949343515,Ethereum Dark,1
CryptoNight,PoW,8946653.0,88888888,0.29424166224091,-2.1322593507805654,0.4643707819612389,Sumokoin,0
SHA-512,PoS,25000000.0,91388946,-0.31379292776364476,1.0672266323966726,0.04292735270689196,Obsidian,1
Ouroboros,PoS,25927070538.0,45000000000,0.6677890365120722,1.3622504300474552,-0.13745055144441193,Cardano,1
X11,PoW/PoS,7262402.04264803,27000000,-0.4103023938231223,1.2328650957884248,-0.541355111357254,Regalcoin,1
Equihash,PoW,5211553258.01514,21000000000,0.0989644951864556,-2.028544732297362,0.39301696249237983,BitcoinZ,0
NeoScrypt,PoW/PoS,182638400.0,400000000,-0.3431282154146416,0.5556541285257908,-0.4013017212484905,TrezarCoin,1
X11,PoW,2702855668.85288,1800000000,-0.19765294243752715,-0.8352846003922648,0.025959015501537792,Elements,0
Scrypt,PoW/PoS,1140734.91680375,15733333,-0.3352435985973991,0.9229695266378406,-0.5453106471004167,TerraNovaCoin,1
NeoScrypt,PoW,4165967.57499639,27000000,-0.1808387363666408,-1.5122529494173576,0.16712360475361082,VIVO Coin,0
Lyra2REv2,PoS,24000000.0,24000000,-0.2920491565342162,0.6127542791605131,-0.11572818926763007,Rupee,1
Equihash,PoW,17202361.088994,21000000,-0.11328432269755057,-2.01979439238384,0.3956873229023021,Bitcoin Gold,0
Scrypt,PoW/PoS,48459472454.0,25000000000,0.43446276366247744,0.9243219707643463,-0.5636125120895006,WomenCoin,1
SHA-256,PoW/PoS,92050800.0,100000000,-0.31029051697897775,0.8278875256682262,-0.3575898622494563,Theresa May Coin,1
NIST5,PoW/PoS,560563220.0,1200000000,-0.33225551068082226,1.4601529637353245,-0.5642778489034196,NamoCoin,1
PHI1612,PoW/PoS,8305775.31777569,60000000,-0.37568205652788966,1.7311009297397044,-0.659714650938973,LUXCoin,1
Dagger,PoW,33986980.0,156306732.71,-0.1313377294803459,-2.1314120955082445,0.32852310646150923,Pirl,0
Scrypt,PoW/PoS,2149688.0,21000000,-0.3351939228719035,0.9229672477328963,-0.5453112119306708,Xios,1
Quark,PoW/PoS,30711550.5294042,200000000,-0.39952193557990917,1.6309983802147452,-0.5402164952254143,Bitcloud 2.0,1
Scrypt,PoW,99990001.493466,100000000,-0.16632108509101343,-1.1450825722408877,0.022997771370887345,eBoost,0
POS 2.0,PoS,12330806.30517,21000000,-0.34025808722943096,1.4955067995176279,-0.12170284203009704,KekCoin,1
Scrypt,PoW/PoS,16362544.992,14788275.991,-0.33506415541806406,0.9229742254631541,-0.5453160556724737,BlackholeCoin,1
SHA-256,PoS,8999999990.0,9000000000,-0.0864293904328271,0.605327355389603,-0.0619759423381019,Infinity Economics,1
X11,PoW,175215859.0,350000000,-0.23884234817983171,-0.8352837951875492,0.02691934419116144,Pura,0
NeoScrypt,PoW,6375259.04,45000000,-0.1806841103050092,-1.5122610831649905,0.16712211754791972,Innova,0
Ethash,PoW,12756367.0,280000000,-0.14212622072158762,-1.9852623239951974,0.35638635372441385,Ellaism,0
NeoScrypt,PoW,5832306.875,31800000,-0.18078433004819125,-1.5122548184039577,0.16712282283017474,GoByte,0
X11,PoW/PoS,38198594.8342105,144000000,-0.40909462382547923,1.2328168430038497,-0.5413707077055618,Magnet,1
DPoS,DPoS,288090567.493887,500000000,3.711079148863113,2.0738652470979932,-0.27127223227669817,Lamden Tau,1
NIST5,PoW/PoS,28399150208.0,30000000000,0.21234929120216353,1.4539078692795395,-0.575351329528572,Electra,1
X13,PoW/PoS,183534024.889807,210000000,-0.2775995116099537,1.7583269489308773,-0.6315757543128767,Bitcoin Diamond,1
Multiple,PoW,481730566.566176,660000000,-0.12128963264679776,-1.7356050142561046,0.36060810904008883,SHIELD,0
Scrypt,PoW/PoS,110976977.29338,210000000,-0.3325232082730853,0.9229056923740638,-0.5453574591436239,Cash & Back Coin,1
CryptoNight,PoW,19281821413.4924,85000000000,1.131893235276341,-2.1681634240697165,0.45418901474632895,UltraNote,0
CryptoNight,PoW,4500000.0,12500000,0.2936457336917212,-2.1322234597162,0.46437533012737425,BitCoal,0
Ethash,PoW,520891780.0,10000000000,-0.06700336917094094,-1.9898452962401036,0.35582825932470497,DaxxCoin,0
NIST5,PoS,13247178.8807286,27716121,-0.2954265566690038,1.2398551046675843,-0.26489161909490644,Bulwark,1
Quark,PoS,16955764.902064,20000000,-0.34913352717965995,1.4103668159861624,-0.2410595488188677,Kalkulus,1
X11,PoW,80316207.0,550000000,-0.23858496740978413,-0.835407437794918,0.026945548504893984,AC3,0
CryptoNight-V7,PoW,441250233.377,999481516,-0.15690168057638007,-2.0720028076578796,0.38009346751885476,Lethean,0
Scrypt,PoW/PoS,4911500269.41,50000000000,0.07916244051686819,0.9000418173237769,-0.5490023981692093,GermanCoin,1
Scrypt,PoW/PoS,8419402.321,150000000,-0.33420271918280464,0.9229062923044732,-0.5453184491585058,LiteCoin Ultra,1
Scrypt,PoW,3964201248.87125,4999999999,-0.08432869191218234,-1.146388028877425,0.021425751316745255,PopularCoin,0
X11,PoW/PoS,45174214.1078625,50000000,-0.40967572503929633,1.232864475360784,-0.5413695636868516,PhantomX,1
BLAKE256,PoW,30089671530.5228, 90000000000,1.093893628717503,-1.2350509107784906,0.05601636254883537,Photon,0
X11,PoW,4229040.50393462,19800000,-0.24327421742975042,-0.835170920518256,0.0269932939334623,Sucre,0
NeoScrypt,PoW,7847417.33355824,21000000,-0.1808362534196295,-1.512249007731137,0.16712252012025322,SparksPay,0
Quark,PoS,27299680.0,120000000,-0.34829809401003814,1.4103210909897617,-0.24106712069749492,Digiwage,1
NeoScrypt,PoW,299797953.0,500000000,-0.1738702507999145,-1.5124005180302749,0.16699953811017926,GunCoin,0
Scrypt,PoW,45483049.3398182,64000000,-0.1672428532561279,-1.1450802550067938,0.023018663444346277,IrishCoin,0
Scrypt,PoW/PoS,591022748.0,900000000,-0.32176117959210115,0.9227040105677566,-0.545555895937771,Trollcoin,1
Scrypt,PoW/PoS,2504486.227718,4000000,-0.33531010402485334,0.9229756095536897,-0.5453106806701645,Litecoin Plus,1
X11,PoS,4407252.0,21000000,-0.35854712834632907,1.0121519932431413,-0.24220880099566702,Monkey Project,1
X11,PoW,8478104.33969947,23000000,-0.24319957077432275,-0.8351712924879624,0.026991650061479643,Pioneer Coin,0
SHA-256,PoW,20166000.0,20166000,-0.1446192365305754,-1.2401323622405864,0.21078598477650817,UnitedBitcoin,0
C11,PoW,11916588.09471,23000000,-0.1876702064132336,-1.1596018351507666,0.21428068971816316,Interzone,0
POS 3.0,PoS,20445861.5344251,25000000,-0.33876308484507495,1.4682209323519517,-0.08096083492654613,TokenPay,1
Ethash,PoS,1618033.0,1618033,-0.259519588029893,-0.1378066686764346,0.0871991313766456,1717 Masonic Commemorative Token,0
Scrypt,PoW and PoS,9399342.52839847,30000000,-0.281224394428589,0.06690078981309602,-0.2658373070827336,My Big Coin,1
CryptoNight,PoW,53139835213.77,1000000000000,8.032738137650227,-2.603477613813754,0.40665175964470496,TurtleCoin,0
SkunkHash,PoW,4818338.98949984,16600000,-0.14862900585088998,-2.1674942344772266,0.46428305349390336,MUNcoin,0
Scrypt,PoW/PoS,234846265.782157,232000000,-0.3308524800134612,0.9229294982787808,-0.5454026215521595,Unified Society USDEX,1
CryptoNight,PoW,133932467.774108,336000000,0.29752194790988445,-2.132344651215665,0.4643165046494956,Niobio Cash,0
Scrypt,PoW,10000000000.0,10000000000,0.02492835123105453,-1.1471372761105378,0.01907303714241791,ShareChain,0
Dagger,PoW,107325266.027783,100000000,-0.13084007820018567,-2.131364301442947,0.3284990518112859,Travelflex,0
Lyra2REv2,PoW,643795911.540095,1100000000,-0.16155805654290434,-1.2349195466318754,0.15321042255453687,KREDS,0
X13,PoS,230298925.0,800000000,-0.22101217193321446,1.537337974983907,-0.33247026907724403,Tokyo Coin,1
Proof-of-BibleHash,POBh,1772091549.88818,5200000000,-0.17590743007251733,2.8532253683700417,14.88104600193354,BiblePay,3
SHA-256 + Hive,PoW + Hive,638382332.208514,840000000,-0.3426587954223183,3.8799998497901553,9.150666921220932,LitecoinCash,3
Scrypt,PoW,12446100.00278,40000000,-0.1678169981715921,-1.145077790807478,0.023031410649549163,BitFlip,0
Scrypt,PoW,14491014421.0,18406979840,0.13944813614308885,-1.1499727594272737,0.017141018688688378,LottoCoin,0
X11,PoW,211297638.500483,500000000,-0.23733770395555906,-0.8353466548100663,0.026900629516230068,Crypto Improvement Fund,0
C11,PoW/PoS,11251342.1879021,19340594,-0.3548205987190996,0.9084384293589399,-0.3540659720655415,Stipend,1
Proof-of-Authority,PoA,204479039.0,252460800,-0.4100242173485325,1.4715890515677048,18.931732209247794,Poa Network,3
X11,PoW/PoS,2167827.1,25000000,-0.41037887270156714,1.232864649001377,-0.5413532114878981,Pushi,1
XEVAN,PoW/PoS,419275.38,60000000,-0.3287611753172253,1.5643489083508215,-0.46200536636856976,Ellerium,1
Scrypt,PoS,25570013.1348022,124000000,-0.2823445971884581,0.7022084828055529,-0.24617852094934553,Velox,1
VBFT,PoS,650848625.0,1000000000,-0.330904326328389,1.4686812183274771,-0.10781435379768306,Ontology,1
Ethash,PoW,247612453.0,6500000000,-0.09515813809345439,-1.9882202011938135,0.35606152458196044,Callisto Network,0
CryptoNight,PoW,80049082.9057215,1000000000,0.30157038833260613,-2.1326824016874038,0.46431007215981,BitTube,0
Scrypt,PoW,4070212.1493016,21000000,-0.16805412314438606,-1.1450708884778953,0.02303514249276318,Poseidon,0
IMesh,PoW,25000000.0,25000000,-0.15229630369791428,-2.1862872070906327,0.4007879303789415,Aidos Kuneen,0
NIST5,PoW/PoS,13787854.6277781,50000000,-0.347094682170728,1.460559647673982,-0.5640377319740476,Bitspace,1
Scrypt,PoW/PoS,845637.81347436,3000000,-0.3353374790022635,0.9229756336019784,-0.5453100485488042,Briacoin,1
Scrypt,PoW/PoS,1182153.5,5000000,-0.33531918504114816,0.9229747552077455,-0.5453102463603928,Ignition,1
Equihash,PoW,71355477.0,70000000,-0.11227471923374079,-2.01980312693436,0.39566605408992883,Bitrolium,0
Scrypt,PoS,267297676.3125,500000000,-0.2767229640775425,0.7020930488727296,-0.24627954939055252,MedicCoin,1
Lyra2Z,PoW,27340501.6514783,300000000,-0.15782732428895002,-2.0745254257250156,0.4339867539579502,Alpenschillling,0
Green Protocol,PoS,9803691.3618195,21000000,-0.3478711316876085,1.5411356033339476,-0.28738872218439093,Bitcoin Green,1
PoS,PoS,21876586.8530324,88000000,-0.32436243604829756,1.482823825719852,-0.11689333534452499,Deviant Coin,1
Scrypt,PoW/PoS,9880502.37178894,30000000,-0.33503558035958375,0.9229650263330795,-0.5453143258532607,Abjcoin,1
Semux BFT consensus,DPoS,1231147.0,100000000,3.892612254136118,2.065325352084563,-0.1253581729297274,Semux,1
X11,PoW,31801461.1867843,100000000,-0.24236847210545082,-0.8352022231817687,0.02698032564168632,FuturoCoin,0
Quark,PoW/PoS,139739596.506702,200000000,-0.39818866344092924,1.631028745941158,-0.5402554968482453,Carebit,1
PoS,PoS,11075254.0929996,80000000,-0.3245512376288992,1.4828247058813195,-0.116889161749421,Zealium,1
CryptoNight,PoW,16016864.0,18400000,0.2938283975454303,-2.132223119868795,0.4643709818762124,Monero Classic,0
X16R,PoS,4403800.0,45000000,-0.3378843771566464,0.6905041842475262,0.02348097076115595,Proton,1
Scrypt,PoW/PoS,1404157529.46026,5121951220,-0.2818864717063477,0.9208783613070719,-0.5460102302068408,iDealCash,1
NIST5,PoW,21069346.2522598,21000000,-0.18009491746845976,-0.6074628997235552,0.00430782749511088,Jumpcoin,0
Lyra2RE,PoW,5097689.71077377,26280000,-0.16387059198909243,-2.0599043607457945,0.45181337927633936,Infinex,0
XEVAN,PoS/PoW,10904963.0923455,21000000,-0.32096574771207875,1.2904752871988097,-0.1930612722643164,Bitcoin Incognito,1
Tribus,PoW,795447.0,18000000,-0.16685827934029576,-1.98319234759227,0.5040346071966452,KEYCO,0
Scrypt,PoS,38706809.466535,26000000,-0.2828787127851332,0.7022597753667368,-0.2461794260474065,HollyWoodCoin,1
Lyra2Z,PoW,6986399.70430446,10500000,-0.16012861126762865,-2.0743903804941657,0.43400524345395713,GINcoin,0
CryptoNight,PoW,84300.0,600000518,0.29775676421490715,-2.1325102495252377,0.4643541637941803,PlatinCoin,0
CryptoNight Heavy,PoW,19153632.0,150000000,0.5785398284248294,-2.1055258611323864,0.36104506282788,Loki,0
CryptoNight,PoW,41294520017.0,184000000000,2.1029311466785714,-2.2101524536472077,0.4424816835156339,Newton Coin,0
Scrypt,PoW/PoS,10200000000.0,10200000000,-0.13832434046129188,0.9208598857658247,-0.5493532917807712,Swisscoin,1
Scrypt,PoS,7630000.0154,44000000,-0.2831311327323423,0.702242371007816,-0.24616900611542716,Xt3ch,1
Jump Consistent Hash,PoW,135862416.039898,168000000,-0.15075287621524178,-2.2704164668817635,0.3994373720236346,MassGrid,0
SHA-256D,PoW/PoS,33238183.7225834,100000000,-0.3358668761440255,1.9213926665512815,-0.7459121645922543,TheVig,1
CryptoNight,PoW,560085952.404637,1000000000,0.30744061904296155,-2.1325487051865,0.4641383528855513,PluraCoin,0
Scrypt,PoW/PoS,21599339.6728,84000000,-0.33450944627583,0.9229420429894521,-0.5453206086147316,EmaratCoin,1
X15,PoS,30284196.369129,90000000,-0.18837123181611715,1.5949205217568143,-0.3380330657802156,Dekado,1
Scrypt,HPoW,77872059787.8998,92000000000,2.249289181621206,0.045210289642857955,-0.4156275419721597,Lynx,1
Quark,PoS,2716264.95302831,650000000 ,-0.34484133301769887,1.4100566328608655,-0.2410788464005731,Poseidon Quark,1
SHA-256,PoS,57811001.000889,100262205,-0.2588746499057723,0.6071626382889211,-0.05843256738972845,BitcoinWSpectrum,1
DPoS,PoS,18194936.0,18081806 ,1.0154618323839546,1.7474433632346882,-0.20431910703678538,Muse,1
X16R,PoW,8125865.02097646,22075700,-0.22271778324805178,-1.1568070839422835,0.29268251156673725,Motion,0
HMQ1725,PoW,8645406.16776286,21000000,-0.1798642045944555,-2.1015689961753843,0.4276478314822031,PlusOneCoin,0
X11,PoW,4993030.69736615,21000000,-0.24325636753132712,-0.8351712910080006,0.026992974178403486,Axe,0
X16R,PoW/PoS,36923120.6205934,82546564,-0.3890532417996478,0.9112102151546322,-0.27567717246781226,Trivechain,1
Quark,PoS,7082392.24744494,21000000,-0.3492471763663889,1.4103635800645722,-0.24105605562244925,Dystem,1
Quark,PoW/PoS,5919489.76813523,5151000,-0.4012064738336421,1.631086183435566,-0.5402000827269773,Giant,1
Scrypt,PoS,1042012.45227735,16880000000,-0.16385448077186454,0.6940572449817306,-0.24681847924588732,Peony Coin,1
Lyra2REv2,PoW/PoS,13332617.9413708,52500000,-0.34381027350585874,0.833452679175043,-0.4148705334550073,Absolute Coin,1
Quark,PoS,66053877.6256106,100000000,-0.34796596833362087,1.4103416057191926,-0.24108020955967643,Vitae,1
Scrypt,PoW,1416663.06600024,22105263,-0.16807873696480122,-1.1450721647489193,0.023036048931187998,HexCoin,0
Scrypt,PoW/PoS,5403802.49590733,1000000000,-0.3282136022286159,0.9224923021767601,-0.5453502793794046,TPCash,1
CryptoNight-V7,PoW,15580199.3087496,1750000000,-0.1567863459964061,-2.0724861586360412,0.3802166812384765,Webchain,0
Cryptonight-GPU,PoW,4890897.0,88188888,-0.18026651516890418,-2.012289637017213,0.4687547773932012,Ryo,0
XEVAN,PoW,14746153.0962884,210000000,-0.16040625123614974,-0.5037586813960088,0.10633074257723377,Urals Coin,0
CryptoNight Heavy,PoW,99553110528.8022,184470000000,3.102430565776513,-2.167394777063565,0.3183034630202349,Qwertycoin,0
X11,PoS,19269509.94,55000000,-0.35812434237987917,1.0121396065651875,-0.24221543389617523,ARENON,1
X11,PoW/PoS,30771125.9760867,50000000,-0.40985185619847875,1.2328604639137315,-0.5413644113996039,EUNO,1
Scrypt,PoS,107763867.917675,260000000,-0.2803753135232087,0.7021652708222651,-0.2462131888524645,MMOCoin,1
PoS,PoS,9327131.59708692,210000000,-0.32365099232057104,1.4827610313221296,-0.1168935695449929,Ketan,1
SHA-256,PoW,2100000000.0,2100000000,-0.10444076927354218,-1.2405640237314728,0.20996146071080696,Project Pai,0
Keccak,PoW/PoS,4672513.84432375,366000000,-0.33845688445967853,0.8548167930275444,-0.3803350420708382,XDNA,1
X11,PoS,4504639.0,100000000,-0.35798587447188396,1.0121136216969482,-0.24221189443090294,PAXEX,1
X11,PoW,5015881.37315389,25000000,-0.24322773047899604,-0.8351732288802329,0.026992811138522196,Azart,0
Scrypt,PoW/PoS,1059954080.43439,18000000000,-0.19479793792115774,0.9145230032411854,-0.5463856934572677,ThunderStake,1
SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000,-0.29337333801445575,0.529344208154405,0.37716070418112335,Kcash,1
X16R,PoW,9753753.61515394,100000000,-0.22214543938894957,-1.1568445063701258,0.29267891228618553,Xchange,0
ECC 256K1,DPOS,1000000000.0,1000000000,-0.39864067629739686,8.43092778828505,4.86400124157696,Acute Angle Cloud,3
