Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,Class
Equihash,PoW,4235111504.0,7600000000,-0.007974146508847292,-2.0223034919218703,0.39388505636711457,CrypticCoin,0
XEVAN,PoS,6787405.18013774,50000000,-0.2769214786624444,1.3436403188451707,-0.16286220050225686,Bettex coin,1
Lyra2Z,PoW,13634850.0,84000000,-0.15952623807786837,-2.074424254159064,0.4340000195060936,Actinium,0
SHA-256,PoW,17992514.6469233,21000000,-0.14463990288494713,-1.2401333729577757,0.21078672998838516,Bitcoin SV,0
XEVAN,Pos,208515864.367343,70000000000,0.48989831623435026,1.578137073695251,-0.092925126594744,BitMoney,1
X11,PoS,17209923728.3266,0,-0.1482947687190558,1.0169541602177155,-0.248362762698802,Junson Ming Chan Coin,1
CryptoNight,PoW,1867054873.28397,8080000000,0.373616144370005,-2.135625995875517,0.4633967103273313,FREDEnergy,0
Quark,PoW/PoS,35312185.7437239,54000000,-0.40050072881547,1.6310706261815338,-0.540212488370718,HerbCoin,1
Blake,PoW,1578281.31341127,105120001.44,-0.13488108572068813,-2.1006320621562944,0.38481588838617165,Universal Molecule,0
Blake,PoW,15846721.2482747,25228800,-0.1352729821797672,-2.100589256364196,0.3848138773674101,Lithium,0
Equihash,PoS,13475920.0,105000000,-0.2280179797760231,-0.17251281181324252,0.12648341902915458,PirateCash,0
Exosis,PoW,406091.925,21000000,-0.17249723302702644,-2.0325578363793224,0.3611754352171677,Exosis,0
Scrypt,PoW,35284717.173946,120000000,-0.16697055902911026,-1.1451103146849095,0.02302014348203709,Block-Logic,0
Scrypt,PoW/PoS,14777549.3940764,21000000,-0.3350395004421452,0.9229707647562536,-0.5453157291820151,Oduwa,1
Equihash,PoW,35687520.0,262800000,-0.11134405507325744,-2.019906773120016,0.395671348740131,Beam,0
Quark,PoW/PoS,18265011.2486006,19035999,-0.40095706768154415,1.6310828728933269,-0.5402050365569748,Galilel,1
Equihash,PoW,25150787.5,30886000,-0.11311703785873732,-2.0197969838242504,0.395684096832557,Bithereum,0
Quark,PoS,1934701.67524713,13370000,-0.3493642181278187,1.410365854996925,-0.24105391877902327,Crypto Sports,1
Scrypt,PoW/PoS,30825710000.0296,74800000000,0.5718769767323614,0.8952049952582897,-0.5592326229019399,Credit,1
QuBit,PoW,12925790.4226959,100000000,-0.175990362874196,-1.4695021096155347,0.2583309042222975,SLICE,0
X11,PoS,715659.44237941,19700000,-0.3586014879796812,1.0121515969635266,-0.24220743010408807,Dash Platinum,1
Scrypt,PoW/PoS,20546528.2059957,84000000,-0.33452232079984534,0.9229417497677891,-0.5453202320019496,Nasdacoin,1
XEVAN,PoW/PoS,198938144.363399,500000000,-0.3232142080444811,1.564190332424718,-0.46209341596766595,Beetle Coin,1
SHA-256D,PoW/PoS,896361168.0,5000000000,-0.29057391503491337,1.9192513678671734,-0.7464106323189545,Titan Coin,1
X11,PoW/PoS,15420234.5389336,420000000,-0.4074164980942961,1.2326763466202306,-0.5413732451417848,Award,1
SHA-256,PoW,52293836.6277958,64000000,-0.14391559763968467,-1.2401447201359952,0.2107727948783783,BLAST,0
X13,PoW,1170292.5,2100000,-0.11418715744637052,-0.30966146114899545,-0.06315542839338058,Bitcoin Rhodium,0
SHA-256,PoW,84613099.9999955,168000000,-0.14278307673454535,-1.2401862689490182,0.21075720709023596,GlobalToken,0
X11,PoW/PoS,23775960.3207514,30000000,-0.41007918612719313,1.2328682368514834,-0.5413611347533017,Insane Coin,1
DPoS,DPoS,1000000000.0,1000000000,3.7233295837027667,2.0738204935630042,-0.27154625545291444,ALAX,1
Scrypt,PoW/PoS,15318887081.0146,35000000000,0.10009026713228553,0.9102312963381668,-0.5521445926718818,LiteDoge,1
Scrypt,PoW,55565076.3863525,98100000000,0.5278972986529249,-1.192728737997846,0.019219453096499185,SolarCoin,0
X11,PoW/PoS,242574105.22384,0,-0.40761624963606763,1.232943756749009,-0.5414382419540361,TruckCoin,1
NeoScrypt,PoW,3824685012.0,4000000000,-0.10595252036500646,-1.5131199981046741,0.16560310444776025,UFO Coin,0
Scrypt,PoW/PoS,3537150.0,200000000,-0.3339079525947485,0.9228806295782815,-0.5453186384957004,OrangeCoin,1
Blake,PoW,23356790.1494191,7000000000,-0.08573416925305158,-2.103977315798587,0.3845411526267531,BlakeCoin,0
Scrypt,PoW/PoS,20576532.0,54256119,-0.33473282029668044,0.9229562154085795,-0.5453190911580924,BitstarCoin,1
SHA-256,PoS,4392258.24647793,21000000,-0.26008981394766156,0.607186286592347,-0.05841038963356441,NeosCoin,1
Scrypt,PoW/PoS,9631199.99309942,0,-0.33525131114124623,0.9229795386724479,-0.5453130751797033,HyperCoin,1
X11,PoW/PoS,436353624.490312,500000000,-0.40170187421582576,1.232754697305839,-0.5415269191738766,PinkCoin,1
Scrypt,PoW,780210700.0,1000000000,-0.15162240071769276,-1.145330575143978,0.022719597349189723,Crypto Escudo,0
Scrypt,PoW/PoS,980732528.97974,10500000000,-0.24893724905880818,0.9181463823399786,-0.5460669810292375,AudioCoin,1
SHA-256,PoW/PoS,17939725045.334,190000000,-0.09139847359723419,0.8328145893579009,-0.36397783480249735,IncaKoin,1
X11,PoW/PoS,494240666.028571,1000000000,-0.39744928822625636,1.2325277900432081,-0.5415669847992011,Piggy Coin,1
SHA-256,PoW,22986929.0854247,42000000,-0.1444299501541384,-1.24014218918983,0.2107841303364023,Crown Coin,0
Scrypt,PoW/PoS,60000000.0,15000000,-0.3345290247253959,0.9229862761505744,-0.5453316739041923,Genstake,1
Scrypt,PoW,29583989322.9213,50000000000,0.5479914191904978,-1.161125245231552,0.010518775538749033,SmileyCoin,0
Scrypt,PoW/PoS,404316475.545465,400000000,-0.32758905834240887,0.9228950400020023,-0.545469748966931,XiaoMiCoin,1
Groestl,PoW,73298203.8873662,105000000,-0.19543066536867396,-1.1832303977143832,0.14642884368148218,Groestlcoin,0
X11,PoW/PoS,201364327.427503,208000000,-0.40664559583519916,1.2328311789958253,-0.5414315533678118,CapriCoin,1
Scrypt,PoW/PoS,103621876.167052,160000000,-0.3329676218832442,0.9229279468384322,-0.5453528922479833, ClubCoin,1
PoS,PoS,3821245.74150193,9000000,-0.32514329250000035,1.4828571957426606,-0.11688381797178857,Radium,1
Scrypt,PoW,5052555.91981545,5000000,-0.16815554082160877,-1.1450628379366312,0.023035410550614584,Bata,0
Scrypt,PoW,69684455.4387001,182000000,-0.1661103515939261,-1.1451308695760172,0.02300543755431422,Pakcoin,0
X11,Proof of Trust,16901016.6609755,16504333,-0.4510463459550749,0.8278112363663038,-0.29333578776389985,Creditbit ,1
SHA-256,PoW/PoS,74676064.9488608,105000000,-0.3104675405180296,0.8278802562833697,-0.3575838405238116,OKCash,1
DPoS,DPoS,120012140.0,159918400,3.7066127908178066,2.07398373483365,-0.2711989403467046,Lisk,1
Scrypt,PoS,10000244677.7002,10008835635,-0.09028961478442203,0.7001819447926031,-0.2501293771875864,HiCoin,1
Scrypt,PoW/PoS,252005564.19257,300000000,-0.3301605644560584,0.9229012253466617,-0.5454113925108804,WhiteCoin,1
NeoScrypt,PoW/PoS,1120385.00502,60168145,-0.3477571517079193,0.5557687517709977,-0.4012236313649054,FriendshipCoin,1
Multiple,PoW,3332922.5,2800000,-0.1317989744000049,-1.7354188161639568,0.36080468636584934,JoinCoin,0
X13,PoW/PoS,140777.753365,120000,-0.28133009830102407,1.7583778856165229,-0.6315020248910698,Triangles Coin,1
Equihash+Scrypt,PoW,100000000.0,2100000000,-0.1501433177202912,-2.0922470921181033,0.47982018864241505,Vollar,0
DPoS,DPoS,1020544523.0722,0,3.716491412154327,2.074312274590025,-0.27151488823187125,EOS,1
Ethash,PoW,24487944.0958204,24487944,-0.14379418701610316,-1.9851348626359686,0.35639204960706944,Reality Clash,0
DPoS,DPoS,1122382283.37,0,3.7177367563892365,2.0743406377285187,-0.2715513177384392,Oxycoin,1
SHA-256,PoS,1000000000.0,1000000000,-0.24097429055559122,0.6069877244060156,-0.058804442825078296,TigerCash,1
Leased POS,LPoS,100000000.0,100000000,-0.43185209827832344,4.3754645296426595,15.973441417743478,Waves,3
PoS,PoS,9283137.5558676,8634140,-0.32507909434936755,1.4828588947800336,-0.11688575764045805,Particl,1
TRC10,DPoS,989988713439.649,990000000000,34.07842354235698,1.6244652839598583,-1.0698233671983277,BitTorrent,2
PoS,PoS/LPoS,1000000000.0,1000000000,-0.26301869462560173,1.6663307687228632,-0.010879675361392251,Nxt,1
SHA-256,DPoS,1999999995.3056,2000000000,2.4672441505026157,0.9333611334323989,-0.12603880001338003,ZEPHYR,1
Scrypt,PoW/PoS,14931046.1546605,250000000,-0.33341414973948247,0.9228594999707672,-0.5453246501531822,Gapcoin,1
CryptoNight,PoW,980222595.0,1400222610,0.31541568735012243,-2.132626223522387,0.4639725659909095,Beldex,0
Equihash,PoW,7296537.5,21000000,-0.11340545812180299,-2.0197971512843256,0.39569086642353074,Horizen,0
Scrypt,PoS,128326.99633965,1000000,-0.28352771289572387,0.7022611822362349,-0.24616465780294075,BitcoinPlus,1
